Name,BL32-1,BL1-6,BL6-34,BL5-12,BL12-11,BL33-11,BL11-16,BL16-31,BL6-5,BA32-1-6,BA1-6-34,BA1-6-5,BA6-5-12,BA5-12-11,BA12-11-33,BA5-6-34,BA33-11-16,BA11-16-31,BA12-11-16,DA32-1-6-34,DA32-1-6-5,DA1-6-5-12,DA5-12-11-33,DA12-11-16-31,DA33-11-16-31,DA6-5-12-11,NB32-34,NB33-31,NB1-34,NB33-16,NMR 32,NMR1,NMR6,NMR34,NMR33,NMR11,NMR12,NMR5,NMR16,NMR31,q32,q1,q6,q34,q33,q11,q12,q5,q16,q31,HOMO,LUMO,VF5-12,VF6-34,VF11-33,VF1-32,VF16-31,VI5-12,VI6-34,VI11-33,VI1-32,VI16-31,L1R1,B1R1,B5R1,L1R2,B1R2,B5R2,L1R3,B1R3,B5R3,L1R4,B1R4,B5R4,Area, Vol,PSA, Ovality,MW,dipolemoment,RCx,RCy,RCz,BL12-16S,NMR12-S,NMR16-S,q12-S,q16-S,HOMO-S,LUMO-S,VF12-16S,VI12-16S,Area-S, Vol-S,PSA-S, Ovality-S,MW-S,dipolemoment-S,RCx-S,RCy-S,RCz-S,%ee
R353,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.86,117.03,123.74,119.32,118.94,119.22,119.2,116.97,120.52,129.27,0.78,178.87,178.65,0.79,178.11,0.53,52.45,2.82,2.81,2.39,2.39,51.53,49.44,39.7,184.4,178.22,38.49,60.68,60.86,50.33,51.01,-0.01,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.09,-0.01,-0.23,-0.04,1505.32,1276.54,1276.54,1516.81,1516.81,47.38,119.67,119.67,6.97,6.97,6.4,1.53,5.61,5.23,1.35,3.89,4.92,1.35,3.98,6.4,1.53,5.61,650.7,692.74,49.81,1.72,700.73,3.71,0.07,0.04,0.04,1.34,39.97,80.58,0.14,-0.46,-0.28,-0.01,1738.96,109.81,216.07,195.43,25.5,1.33,195.65,3.1,1.47,0.36,0.32,92
R355,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.47,117.77,122.55,118.5,118.63,120.18,119.65,117.77,118.3,122.3,0.64,178.79,178.7,0.71,178.28,0.65,52.59,2.59,2.58,2.39,2.39,23.35,62.15,35.66,140.62,171.02,34.78,59.36,58.71,60.88,23.38,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1523.48,1386.47,1386.47,3224.64,3230.77,95.25,157.78,157.78,5.26,8.49,2,1,1,6.57,1.35,3.87,4.58,1.35,5.49,2,1,1,354.56,360.63,15.63,1.45,359.37,2.33,0.26,0.2,0.13,1.33,51.89,50.27,-0.36,-0.16,-0.32,0,1752.73,50.1,191.24,161.83,39.33,1.33,158.15,3.83,2.56,0.51,0.44,92
R227,1.49,1.43,1.38,1.49,1.38,1.36,1.44,1.49,1.38,120.02,118.38,121.94,120.1,120.23,123.64,119.54,114.79,122.14,121.49,6.16,178.26,175.58,5.46,173.14,9.92,79.75,2.83,2.81,2.41,2.36,43.03,42.76,29.13,235.07,222.47,35.5,62.22,57.72,48.74,44,-0.06,-0.08,0.37,-0.81,-0.81,0.37,-0.1,-0.08,-0.07,-0.06,-0.25,-0.01,1113.68,1285,1285,1337.08,1337.08,3.74,98.12,98.12,17.66,17.66,6.36,1.5,3.15,7.48,1.52,6.53,7.48,1.52,6.53,6.36,1.5,3.15,762.46,845.38,6.56,1.76,806.88,1.18,0.06,0.04,0.04,1.34,54.08,56.81,-0.2,0.05,-0.28,-0.04,1752.05,107.03,270.12,247.62,44.38,1.42,298.14,3.96,0.62,0.18,0.16,92.6
R24,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.44,117.08,122.8,119.41,118.85,119.43,120.12,117.75,118.62,122.81,0.57,178.52,178.36,1.18,178.64,0.16,53.02,2.57,2.59,2.39,2.39,23.29,62.18,36.45,140.96,164,37.9,59.17,0.06,62.64,23.34,0.28,-0.28,0.31,-0.83,-0.84,0.31,-0.08,-0.08,-0.28,0.28,-0.26,-0.02,1522.86,1248.57,1276.28,3230.15,3225.97,82.68,124.92,212.82,1.73,2.49,2,1,1,6.39,1.52,4.95,4.03,1.35,7.29,2,1,1,365.23,369.76,21.3,1.47,394.79,2.17,0.23,0.15,0.11,1.34,42.65,89.35,0.15,-0.5,-0.27,0.01,1733.89,52.63,203.37,182.54,21.95,1.31,161.2,5.17,2.3,0.5,0.43,92.7
R28,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.28,7.77,-99.24,0.28,-0.63,-0.27,0,1745.88,155.16,317.74,305.35,44.13,1.45,289.33,1.59,0.95,0.11,0.1,93
R52,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,15.13,-112.83,0.33,-0.48,-0.28,-0.05,1759.71,378.98,240.76,226.14,5.89,1.34,195.26,2.59,2,0.27,0.25,93
R67,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,17.14,-118.45,0.33,-0.48,-0.27,-0.05,1763.72,315.52,270.97,253.18,5.8,1.4,264.15,5.46,1.03,0.15,0.14,93
R74,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.49,118.13,122.59,118.57,119.32,120.78,119.27,117.08,118.37,122.08,0.06,178.78,178.3,1.39,176.71,0.51,52.7,2.59,2.57,2.39,2.38,23.29,62.28,35.8,162.16,151.78,36.19,60.96,58.97,60.24,23.76,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.09,-0.08,-0.28,0.27,-0.25,-0.02,1522.69,1279.47,1252.94,3229.41,3243.51,100.07,233.63,101.09,5.97,2.72,2,1,1,5.03,1.35,7.53,10.26,1.92,4.58,2,1,1,427.27,443.34,15.41,1.52,435.46,2.02,0.23,0.11,0.08,1.3,3.39,67.78,0.41,-0.7,-0.28,-0.05,1741,410.18,293.73,270.25,21.15,1.45,282.17,15.46,0.41,0.2,0.15,93
R75,1.49,1.42,1.38,1.49,1.38,1.36,1.44,1.49,1.38,119.72,118.47,121.79,121,121.18,125.46,119.72,113.46,121.82,121.07,3.68,178,176.73,7.78,172.25,8.84,88.54,2.82,2.77,2.41,2.34,42.33,44.09,27.61,233.54,211.91,35.69,65.35,57.79,49.75,43.69,-0.06,-0.08,0.37,-0.81,-0.8,0.38,-0.11,-0.09,-0.07,-0.06,-0.24,-0.01,1113.53,1246.67,1246.67,1283.57,1283.57,14.06,176.87,176.87,124.14,124.14,6.36,1.5,3.15,8.55,1.35,7.91,8.55,1.35,7.91,6.36,1.5,3.15,896.35,988.69,6.94,1.87,919.1,1.54,0.04,0.03,0.03,1.33,86.86,47.29,-0.47,0.05,-0.29,0.02,1753.9,139.7,172.01,145.99,44.2,1.28,143.14,6.34,2.04,1.01,0.92,93
R79,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.28,7.31,-106.93,0.28,-0.63,-0.27,-0.01,1748.06,153.87,242.79,226.73,37.57,1.35,231.68,2.42,1.14,0.23,0.2,93
R135,1.09,1.41,1.38,1.49,1.38,1.39,1.41,1.08,1.38,118.46,118.1,122.56,118.71,119.33,119.99,119.34,117.06,118.48,122.91,0.4,178.54,177.32,1.14,178.89,1.15,52.76,2.59,2.57,2.39,2.39,23.36,62.27,37.43,149.46,158.84,36.2,59.73,8.65,61.14,23.25,0.27,-0.28,0.31,-0.84,-0.83,0.32,-0.08,-0.08,-0.27,0.28,-0.25,-0.02,1523.02,1275.69,1247.14,3235.88,3234.4,79.29,202.64,119.74,3.12,2.8,2,1,1,8.9,1.35,6.62,9.03,1.35,5.92,2,1,1,431.56,429.21,21.93,1.57,416.46,1.55,0.24,0.09,0.08,1.34,42.3,87.39,0.15,-0.5,-0.26,-0.01,1734.78,47.04,250.47,233.86,22.08,1.36,211.26,5.17,1.68,0.24,0.21,93
R155,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.27,6.95,-106.24,0.28,-0.63,-0.27,-0.01,1747.41,135.79,267.41,249.4,37.68,1.4,290.16,2.75,0.46,0.23,0.18,93
R182,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,12.51,-96.94,0.34,-0.49,-0.25,-0.02,1762.6,389.71,287.59,270.83,10.78,1.42,239.32,3.02,0.88,0.21,0.19,93
R188,1.49,1.43,1.38,1.49,1.38,1.37,1.43,1.49,1.38,121.56,119.48,121.56,120.98,120.03,122.67,118.96,116.11,121.97,121.14,3.49,176.17,175.1,8.46,177.17,5.91,73.91,2.89,2.83,2.43,2.38,44.48,43.48,30.97,228.77,227.93,36.38,59.86,58.22,44.65,44.08,-0.06,-0.08,0.36,-0.81,-0.81,0.36,-0.09,-0.08,-0.07,-0.05,-0.25,-0.02,1050.05,1269.46,1269.46,1211.73,1211.73,61.95,241.46,241.46,98.16,98.16,6.33,1.62,4.37,7.48,1.52,6.53,7.48,1.52,6.53,6.33,1.62,4.37,823.83,917.16,6.67,1.8,862.99,1.12,0.05,0.04,0.03,1.35,83.75,32.99,-0.4,0.24,-0.29,-0.04,1679.61,1029.09,290.33,264.83,41.98,1.46,312.16,1.41,0.76,0.12,0.11,93
R190,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.37,116.92,118.89,121.57,120,117.79,123.01,122.67,119.54,119.51,8.88,176.85,173.4,2.68,179.27,2.68,79.94,2.89,3.03,2.8,2.89,22.91,32.27,21.11,279.74,297.99,19.05,17.47,20.3,34.65,23.92,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.27,-0.25,-0.02,1228.08,1197.56,1173.07,3219.05,3224.22,0.88,1.52,1.48,13.64,3.74,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.92,662.43,0,1.63,622.69,3.09,0.09,0.06,0.06,1.35,12.5,68.72,0.1,-0.42,-0.31,0,1729.68,370.22,164.43,137.19,52.81,1.28,130.14,5.08,3.91,0.69,0.62,93
R215,1.09,1.41,1.38,1.49,1.38,1.37,1.42,1.09,1.38,118.39,117.82,122.55,118.62,119.08,120.68,119.62,117.82,118.14,122.13,0.06,178.8,178.33,0.62,177.55,0.22,52.28,2.59,2.57,2.39,2.38,23.34,62.07,35.57,146.05,167.21,33.81,60.05,58.99,60.5,23.25,0.27,-0.28,0.32,-0.83,-0.83,0.33,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.67,1252.37,1252.37,3235.76,3237.19,99.89,154.52,154.52,4.27,4.58,2,1,1,8.84,1.47,3.89,4.93,1.35,7.63,2,1,1,408.26,420.03,15.68,1.51,413.46,2.65,0.24,0.11,0.09,1.33,51.89,50.27,-0.36,-0.16,-0.32,0,1752.73,50.1,191.24,161.83,39.33,1.33,158.15,3.83,2.56,0.51,0.44,93
R220,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,16.13,-127.69,0.33,-0.47,-0.27,-0.06,1764.28,222.5,265.88,247.43,44.46,1.39,240.26,6.42,1.62,0.15,0.14,93
R329,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.28,6.22,-103.85,0.28,-0.63,-0.26,0,1747.47,156.71,327.51,315.02,37.64,1.46,287.36,2.55,0.5,0.14,0.12,93
R347,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.31,117.17,118.86,121.45,120.04,117.7,122.8,122.76,119.44,119.51,8.94,176.89,174.09,3.21,179.06,3.02,80.1,2.9,3.03,2.81,2.89,23.02,54.02,41.63,365.63,383.84,39.55,37.46,42.18,55.15,23.97,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.26,-0.25,-0.02,1228.24,1197.77,1173.17,3218.98,3224.16,0.86,1.58,1.38,2.12,7.92,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.86,662.41,0,1.63,622.69,3.05,0.09,0.06,0.06,1.34,45.45,55.79,-0.16,0.03,-0.28,-0.03,1739.2,256.68,300.87,292.86,45.76,1.41,281.31,2.68,0.48,0.25,0.22,93
R348,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.28,6.12,-105.4,0.28,-0.63,-0.26,-0.01,1745.24,179.52,306.67,296.42,37.6,1.43,273.33,2.33,0.42,0.21,0.15,93
R349,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.5,1.38,120.43,116.32,123.86,120.18,119.36,118.87,119.71,116.69,120.16,131.9,7.36,176.48,177.12,1,172.77,8.12,49.8,2.8,2.8,2.39,2.39,51.47,48.52,38.95,184.03,178.96,39.02,61.19,61.49,49.67,51.34,-0.06,-0.07,0.33,-0.83,-0.83,0.33,-0.07,-0.07,-0.07,-0.07,-0.26,-0.03,1503.56,1267.49,1273.27,1536.7,1536.7,34.32,16.35,56.47,12.59,12.59,8.48,3.09,5.68,5.23,1.35,3.89,4.92,1.35,3.98,8.48,3.09,5.68,783.2,811.15,42.5,1.86,752.98,4.13,0.06,0.04,0.03,1.28,9.33,-137.86,0.33,-0.46,-0.26,0,1759.85,279.4,289.42,271.12,13.88,1.43,239.32,3.76,1.34,0.17,0.16,93
R360,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.27,7.39,-116.51,0.27,-0.62,-0.28,-0.05,1754.05,110.41,252.43,234.45,76.14,1.37,242.23,4.9,1.04,0.2,0.18,93
R364,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.52,117.94,122.49,118.43,118.56,120.05,119.55,117.94,118.36,122.34,0.22,178.66,178.87,0.51,178.71,0.63,52.79,2.59,2.58,2.39,2.39,23.34,62.04,35.74,141.47,172.69,34.82,59.31,58.56,61.09,23.28,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1526.26,1384.46,1384.46,3232.51,3223.89,97.91,163.72,163.72,6.73,5.36,2,1,1,9.98,2.57,3.87,5.29,1.35,9.75,2,1,1,434.28,449.7,15.51,1.53,447.47,2.21,0.23,0.08,0.07,1.34,87.83,44.15,-0.49,0.14,-0.27,0,1734.31,52.87,218.94,196.14,21.97,1.34,195.65,3.63,2.11,0.28,0.25,93
R367,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.37,116.92,118.89,121.57,120,117.79,123.01,122.67,119.54,119.51,8.88,176.85,173.4,2.68,179.27,2.68,79.94,2.89,3.03,2.8,2.89,22.91,32.27,21.11,279.74,297.99,19.05,17.47,20.3,34.65,23.92,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.27,-0.25,-0.02,1228.08,1197.56,1173.07,3219.05,3224.22,0.88,1.52,1.48,13.64,3.74,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.92,662.43,0,1.63,622.69,3.09,0.09,0.06,0.06,1.34,12.66,69.33,0.08,-0.41,-0.32,0,1743.04,276.91,145.07,119.03,52.31,1.24,116.12,7.73,4.71,1.06,0.91,93
R17,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.51,118.02,122.63,118.38,118.95,119.88,119.33,117.35,118.59,122.75,0.14,178.69,177.79,1.21,178.94,0.63,52.35,2.59,2.58,2.39,2.39,23.31,62.34,37.5,151.47,149.26,36.67,59.33,8.48,61.2,23.26,0.27,-0.28,0.31,-0.83,-0.83,0.32,-0.08,-0.08,-0.27,0.27,-0.25,-0.02,1521.54,1277.51,1249.12,3228.44,3237.58,88.9,182.93,118.04,3.17,3.34,2,1,1,5.26,1.35,6.98,7.24,1.35,6.34,2,1,1,393.55,392.95,22.61,1.52,388.4,1.19,0.26,0.13,0.1,1.34,42.65,89.35,0.15,-0.5,-0.27,0.01,1733.89,52.63,203.37,182.54,21.95,1.31,161.2,5.17,2.3,0.5,0.43,93.1
R12,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.51,116.98,122.82,119.1,118.74,119.48,120.19,117.79,118.55,122.73,0.18,178.77,178.18,0.23,178.79,0.02,52.68,2.57,2.59,2.38,2.39,24.18,61.25,35.95,140.38,161.51,37.09,58.85,0.3,62.23,23.21,0.28,-0.28,0.32,-0.83,-0.84,0.31,-0.08,-0.08,-0.28,0.28,-0.25,-0.02,1521.65,1246.64,1276.1,3225.14,3211.38,84.21,145.66,212.34,2.91,2.64,2,1,1,4.77,1.35,9.04,5.45,1.35,8.08,2,1,1,425.38,439.15,20.6,1.52,436.45,3.15,0.24,0.1,0.08,1.34,53.58,79.9,0.03,-0.44,-0.29,0,1740.59,88.62,175.48,146.85,41.41,1.3,143.14,3.49,3.39,0.69,0.58,93.3
R31,1.49,1.43,1.38,1.49,1.38,1.36,1.44,1.49,1.38,120.02,118.38,121.94,120.1,120.23,123.64,119.54,114.79,122.14,121.49,6.16,178.26,175.58,5.46,173.14,9.92,79.75,2.83,2.81,2.41,2.36,43.03,42.76,29.13,235.07,222.47,35.5,62.22,57.72,48.74,44,-0.06,-0.08,0.37,-0.81,-0.81,0.37,-0.1,-0.08,-0.07,-0.06,-0.25,-0.01,1113.68,1285,1285,1337.08,1337.08,3.74,98.12,98.12,17.66,17.66,6.36,1.5,3.15,7.48,1.52,6.53,7.48,1.52,6.53,6.36,1.5,3.15,762.46,845.38,6.56,1.76,806.88,1.18,0.06,0.04,0.04,1.35,50.45,59.59,-0.18,0.04,-0.27,-0.03,1748.05,114.53,255.57,234.09,44.55,1.39,237.23,2.41,0.88,0.24,0.2,93.4
R225,1.08,1.42,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.24,116.39,122.09,119.72,119.02,119.1,121.43,118.12,118.5,122.77,1.82,174.58,172.85,0.71,178.93,0.76,53.26,2.56,2.6,2.37,2.4,23.3,60.96,35.25,144.54,148.47,37.98,58.69,0.09,62.07,23.38,0.28,-0.29,0.33,-0.84,-0.83,0.31,-0.08,-0.09,-0.28,0.28,-0.25,-0.02,1525.6,1253.13,1278.66,3247.6,3232.28,86.69,134.12,189.22,2.22,4.14,2,1,1,6.8,1.35,4.84,4.48,1.35,6.14,2,1,1,382.79,391.99,20.42,1.48,388.4,3.08,0.24,0.16,0.11,1.34,42.3,87.39,0.15,-0.5,-0.26,-0.01,1734.78,47.04,250.47,233.86,22.08,1.36,211.26,5.17,1.68,0.24,0.21,93.4
R15,1.09,1.41,1.38,1.49,1.38,1.39,1.41,1.08,1.38,118.46,118.1,122.56,118.71,119.33,119.99,119.34,117.06,118.48,122.91,0.4,178.54,177.32,1.14,178.89,1.15,52.76,2.59,2.57,2.39,2.39,23.36,62.27,37.43,149.46,158.84,36.2,59.73,8.65,61.14,23.25,0.27,-0.28,0.31,-0.84,-0.83,0.32,-0.08,-0.08,-0.27,0.28,-0.25,-0.02,1523.02,1275.69,1247.14,3235.88,3234.4,79.29,202.64,119.74,3.12,2.8,2,1,1,8.9,1.35,6.62,9.03,1.35,5.92,2,1,1,431.56,429.21,21.93,1.57,416.46,1.55,0.24,0.09,0.08,1.34,42.65,89.35,0.15,-0.5,-0.27,0.01,1733.89,52.63,203.37,182.54,21.95,1.31,161.2,5.17,2.3,0.5,0.43,93.7
R18,1.09,1.41,1.38,1.49,1.38,1.39,1.41,1.08,1.38,118.49,118.18,122.55,118.52,119.07,119.98,119.26,117.08,118.47,122.91,0.28,178.8,178.36,0.87,179.08,0.84,52.63,2.6,2.58,2.4,2.39,23.37,62.17,37.37,146.71,158.71,36.44,59.43,8.47,60.9,23.22,0.27,-0.28,0.31,-0.84,-0.83,0.32,-0.08,-0.08,-0.27,0.28,-0.25,-0.02,1522.17,1276.24,1246.4,3229.32,3231.65,85.48,185.77,118.34,2.99,4.03,2,1,1,7.84,1.35,6.69,8.04,1.35,5.25,2,1,1,397.17,400.06,22.46,1.51,400.41,1.59,0.24,0.12,0.09,1.34,42.65,89.35,0.15,-0.5,-0.27,0.01,1733.89,52.63,203.37,182.54,21.95,1.31,161.2,5.17,2.3,0.5,0.43,93.7
R29,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.51,118.05,122.66,118.49,119.08,120.12,119.27,117.17,118.55,122.67,0.13,178.63,177.91,0.37,177.75,0.01,52.5,2.59,2.58,2.39,2.39,23.29,62.32,37.53,151.32,149.31,36.7,59.44,8.68,61.25,23.11,0.27,-0.28,0.31,-0.83,-0.83,0.32,-0.08,-0.08,-0.28,0.27,-0.25,-0.02,1522.29,1278.2,1248.94,3228.63,3224.95,94.95,171.4,119.27,2.72,3.85,2,1,1,8.46,1.79,4.22,7.93,1.35,6.29,2,1,1,410.25,410.6,22.42,1.54,402.43,0.95,0.25,0.12,0.09,1.34,42.3,87.39,0.15,-0.5,-0.26,-0.01,1734.78,47.04,250.47,233.86,22.08,1.36,211.26,5.17,1.68,0.24,0.21,93.7
R37,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.7,117.19,122.83,119.09,118.82,119.31,119.96,117.92,118.54,122.75,0.36,178.79,177.74,0.2,178.69,0.18,53.13,2.58,2.59,2.39,2.39,24.64,59.73,37.92,146.6,159.64,38.06,58.54,9.63,62.47,23.31,0.28,-0.27,0.32,-0.83,-0.83,0.31,-0.08,-0.08,-0.28,0.28,-0.25,-0.02,1523.86,1248.29,1277.51,3226.68,3232.26,84.95,119.09,174.4,3.68,1.93,2,1,1,9.52,1.35,6.95,6.01,1.35,7.95,2,1,1,462.6,467.35,28.14,1.59,466.47,0.89,0.07,0.11,0.06,1.33,49.8,52.44,-0.15,-0.36,-0.33,0,1749.08,25.91,191.37,161.86,39.51,1.33,158.15,1.4,3.49,0.46,0.42,93.9
